Produktnamn	BildURL1	BildURL2	BildURL3	ProduktURL
Poster Ifafa 01 - Affisch	https://pictufy.com/api/interiors.php?p=2518618&i=125	https://pictufy.com/api/interiors.php?p=2518618&i=203	https://pictufy.com/api/interiors.php?p=2518618&i=206	https://wamaya.local/product/poster-ifafa-01-affisch/
Poster Jellybaby - Affisch	https://pictufy.com/api/interiors.php?p=2518645&i=125	https://pictufy.com/api/interiors.php?p=2518645&i=203	https://pictufy.com/api/interiors.php?p=2518645&i=206	https://wamaya.local/product/poster-jellybaby-affisch/
Poster Full Dream - Affisch	https://pictufy.com/api/interiors.php?p=2518568&i=125	https://pictufy.com/api/interiors.php?p=2518568&i=203	https://pictufy.com/api/interiors.php?p=2518568&i=206	https://wamaya.local/product/poster-full-dream-affisch/
Poster Kalimazoo - Affisch	https://pictufy.com/api/interiors.php?p=2518654&i=125	https://pictufy.com/api/interiors.php?p=2518654&i=203	https://pictufy.com/api/interiors.php?p=2518654&i=206	https://wamaya.local/product/poster-kalimazoo-affisch/
Poster La Coral - Affisch	https://pictufy.com/api/interiors.php?p=2518676&i=125	https://pictufy.com/api/interiors.php?p=2518676&i=203	https://pictufy.com/api/interiors.php?p=2518676&i=206	https://wamaya.local/product/poster-la-coral-affisch/
Poster Island Bliss - Affisch	https://pictufy.com/api/interiors.php?p=2518636&i=125	https://pictufy.com/api/interiors.php?p=2518636&i=203	https://pictufy.com/api/interiors.php?p=2518636&i=206	https://wamaya.local/product/poster-island-bliss-affisch/
Poster Jungle Fever - Affisch	https://pictufy.com/api/interiors.php?p=2518650&i=125	https://pictufy.com/api/interiors.php?p=2518650&i=203	https://pictufy.com/api/interiors.php?p=2518650&i=206	https://wamaya.local/product/poster-jungle-fever-affisch/
Poster Lilly - Affisch	https://pictufy.com/api/interiors.php?p=2518697&i=125	https://pictufy.com/api/interiors.php?p=2518697&i=203	https://pictufy.com/api/interiors.php?p=2518697&i=206	https://wamaya.local/product/poster-lilly-affisch/
Poster Jazzy Jungle - Affisch	https://pictufy.com/api/interiors.php?p=2518643&i=125	https://pictufy.com/api/interiors.php?p=2518643&i=203	https://pictufy.com/api/interiors.php?p=2518643&i=206	https://wamaya.local/product/poster-jazzy-jungle-affisch/
Poster Hello - Affisch	https://pictufy.com/api/interiors.php?p=2518597&i=125	https://pictufy.com/api/interiors.php?p=2518597&i=203	https://pictufy.com/api/interiors.php?p=2518597&i=206	https://wamaya.local/product/poster-hello-affisch/
Poster Jungle - Affisch	https://pictufy.com/api/interiors.php?p=2518651&i=125	https://pictufy.com/api/interiors.php?p=2518651&i=203	https://pictufy.com/api/interiors.php?p=2518651&i=206	https://wamaya.local/product/poster-jungle-affisch/
Poster Joshua - Affisch	https://pictufy.com/api/interiors.php?p=2518647&i=125	https://pictufy.com/api/interiors.php?p=2518647&i=203	https://pictufy.com/api/interiors.php?p=2518647&i=206	https://wamaya.local/product/poster-joshua-affisch/
Poster Japanese Garden 02 - Affisch	https://pictufy.com/api/interiors.php?p=2518640&i=125	https://pictufy.com/api/interiors.php?p=2518640&i=203	https://pictufy.com/api/interiors.php?p=2518640&i=206	https://wamaya.local/product/poster-japanese-garden-02-affisch/
Poster Ice Field - Affisch	https://pictufy.com/api/interiors.php?p=2518617&i=125	https://pictufy.com/api/interiors.php?p=2518617&i=203	https://pictufy.com/api/interiors.php?p=2518617&i=206	https://wamaya.local/product/poster-ice-field-affisch/
Poster Japanese Garden 04 - Affisch	https://pictufy.com/api/interiors.php?p=2518642&i=125	https://pictufy.com/api/interiors.php?p=2518642&i=203	https://pictufy.com/api/interiors.php?p=2518642&i=206	https://wamaya.local/product/poster-japanese-garden-04-affisch/
Poster Indian Summer - Affisch	https://pictufy.com/api/interiors.php?p=2518625&i=125	https://pictufy.com/api/interiors.php?p=2518625&i=203	https://pictufy.com/api/interiors.php?p=2518625&i=206	https://wamaya.local/product/poster-indian-summer-affisch/
Poster Legogo - Affisch	https://pictufy.com/api/interiors.php?p=2518687&i=125	https://pictufy.com/api/interiors.php?p=2518687&i=203	https://pictufy.com/api/interiors.php?p=2518687&i=206	https://wamaya.local/product/poster-legogo-affisch/
Poster Joy - Affisch	https://pictufy.com/api/interiors.php?p=2518648&i=125	https://pictufy.com/api/interiors.php?p=2518648&i=203	https://pictufy.com/api/interiors.php?p=2518648&i=206	https://wamaya.local/product/poster-joy-affisch/
Poster Kudu - Affisch	https://pictufy.com/api/interiors.php?p=2518673&i=125	https://pictufy.com/api/interiors.php?p=2518673&i=203	https://pictufy.com/api/interiors.php?p=2518673&i=206	https://wamaya.local/product/poster-kudu-affisch/
Poster Lime Lightning - Affisch	https://pictufy.com/api/interiors.php?p=2518699&i=125	https://pictufy.com/api/interiors.php?p=2518699&i=203	https://pictufy.com/api/interiors.php?p=2518699&i=206	https://wamaya.local/product/poster-lime-lightning-affisch/
Poster King Protea 01 - Affisch	https://pictufy.com/api/interiors.php?p=2518666&i=125	https://pictufy.com/api/interiors.php?p=2518666&i=203	https://pictufy.com/api/interiors.php?p=2518666&i=206	https://wamaya.local/product/poster-king-protea-01-affisch/
Poster Light My Fire - Affisch	https://pictufy.com/api/interiors.php?p=2518696&i=125	https://pictufy.com/api/interiors.php?p=2518696&i=203	https://pictufy.com/api/interiors.php?p=2518696&i=206	https://wamaya.local/product/poster-light-my-fire-affisch/
Poster Lion - Affisch	https://pictufy.com/api/interiors.php?p=2518701&i=125	https://pictufy.com/api/interiors.php?p=2518701&i=203	https://pictufy.com/api/interiors.php?p=2518701&i=206	https://wamaya.local/product/poster-lion-affisch/
Poster Look - Affisch	https://pictufy.com/api/interiors.php?p=2518712&i=125	https://pictufy.com/api/interiors.php?p=2518712&i=203	https://pictufy.com/api/interiors.php?p=2518712&i=206	https://wamaya.local/product/poster-look-affisch/
Poster Minimalism 04 - Affisch	https://pictufy.com/api/interiors.php?p=2518744&i=125	https://pictufy.com/api/interiors.php?p=2518744&i=203	https://pictufy.com/api/interiors.php?p=2518744&i=206	https://wamaya.local/product/poster-minimalism-04-affisch/
Poster Mission To Mars - Affisch	https://pictufy.com/api/interiors.php?p=2518749&i=125	https://pictufy.com/api/interiors.php?p=2518749&i=203	https://pictufy.com/api/interiors.php?p=2518749&i=206	https://wamaya.local/product/poster-mission-to-mars-affisch/
Poster Loner - Affisch	https://pictufy.com/api/interiors.php?p=2518710&i=125	https://pictufy.com/api/interiors.php?p=2518710&i=203	https://pictufy.com/api/interiors.php?p=2518710&i=206	https://wamaya.local/product/poster-loner-affisch/
Poster My Mint Moment 19 - Affisch	https://pictufy.com/api/interiors.php?p=2518771&i=125	https://pictufy.com/api/interiors.php?p=2518771&i=203	https://pictufy.com/api/interiors.php?p=2518771&i=206	https://wamaya.local/product/poster-my-mint-moment-19-affisch/
Poster Love Her Madly - Affisch	https://pictufy.com/api/interiors.php?p=2518714&i=125	https://pictufy.com/api/interiors.php?p=2518714&i=203	https://pictufy.com/api/interiors.php?p=2518714&i=206	https://wamaya.local/product/poster-love-her-madly-affisch/
Poster Mission To Mars 02 - Affisch	https://pictufy.com/api/interiors.php?p=2518747&i=125	https://pictufy.com/api/interiors.php?p=2518747&i=203	https://pictufy.com/api/interiors.php?p=2518747&i=206	https://wamaya.local/product/poster-mission-to-mars-02-affisch/
Poster My Mint Moment 20 - Affisch	https://pictufy.com/api/interiors.php?p=2518772&i=125	https://pictufy.com/api/interiors.php?p=2518772&i=203	https://pictufy.com/api/interiors.php?p=2518772&i=206	https://wamaya.local/product/poster-my-mint-moment-20-affisch/
Poster Minimalism 03 - Affisch	https://pictufy.com/api/interiors.php?p=2518743&i=125	https://pictufy.com/api/interiors.php?p=2518743&i=203	https://pictufy.com/api/interiors.php?p=2518743&i=206	https://wamaya.local/product/poster-minimalism-03-affisch/
Poster Oasis Palm 01 Oa 01 - Affisch	https://pictufy.com/api/interiors.php?p=2518795&i=125	https://pictufy.com/api/interiors.php?p=2518795&i=203	https://pictufy.com/api/interiors.php?p=2518795&i=206	https://wamaya.local/product/poster-oasis-palm-01-oa-01-affisch/
Poster Paw Paw - Affisch	https://pictufy.com/api/interiors.php?p=2518838&i=125	https://pictufy.com/api/interiors.php?p=2518838&i=203	https://pictufy.com/api/interiors.php?p=2518838&i=206	https://wamaya.local/product/poster-paw-paw-affisch/
Poster Nyc - Affisch	https://pictufy.com/api/interiors.php?p=2518793&i=125	https://pictufy.com/api/interiors.php?p=2518793&i=203	https://pictufy.com/api/interiors.php?p=2518793&i=206	https://wamaya.local/product/poster-nyc-affisch/
Poster Oasis Palm 03 - Affisch	https://pictufy.com/api/interiors.php?p=2518797&i=125	https://pictufy.com/api/interiors.php?p=2518797&i=203	https://pictufy.com/api/interiors.php?p=2518797&i=206	https://wamaya.local/product/poster-oasis-palm-03-affisch/
Poster One Way - Affisch	https://pictufy.com/api/interiors.php?p=2518816&i=125	https://pictufy.com/api/interiors.php?p=2518816&i=203	https://pictufy.com/api/interiors.php?p=2518816&i=206	https://wamaya.local/product/poster-one-way-affisch/
Poster Oasis Palm 02jpg - Affisch	https://pictufy.com/api/interiors.php?p=2518796&i=125	https://pictufy.com/api/interiors.php?p=2518796&i=203	https://pictufy.com/api/interiors.php?p=2518796&i=206	https://wamaya.local/product/poster-oasis-palm-02jpg-affisch/
Poster Safari Katjpg - Affisch	https://pictufy.com/api/interiors.php?p=2518891&i=125	https://pictufy.com/api/interiors.php?p=2518891&i=203	https://pictufy.com/api/interiors.php?p=2518891&i=206	https://wamaya.local/product/poster-safari-katjpg-affisch/
Poster Phoenix Frond - Affisch	https://pictufy.com/api/interiors.php?p=2518839&i=125	https://pictufy.com/api/interiors.php?p=2518839&i=203	https://pictufy.com/api/interiors.php?p=2518839&i=206	https://wamaya.local/product/poster-phoenix-frond-affisch/
Poster Parrot - Affisch	https://pictufy.com/api/interiors.php?p=2518837&i=125	https://pictufy.com/api/interiors.php?p=2518837&i=203	https://pictufy.com/api/interiors.php?p=2518837&i=206	https://wamaya.local/product/poster-parrot-affisch/
Poster Punk Rocker - Affisch	https://pictufy.com/api/interiors.php?p=2518868&i=125	https://pictufy.com/api/interiors.php?p=2518868&i=203	https://pictufy.com/api/interiors.php?p=2518868&i=206	https://wamaya.local/product/poster-punk-rocker-affisch/
Poster Twilight - Affisch	https://pictufy.com/api/interiors.php?p=2519010&i=125	https://pictufy.com/api/interiors.php?p=2519010&i=203	https://pictufy.com/api/interiors.php?p=2519010&i=206	https://wamaya.local/product/poster-twilight-affisch/
Poster Twilight No2 - Affisch	https://pictufy.com/api/interiors.php?p=2519007&i=125	https://pictufy.com/api/interiors.php?p=2519007&i=203	https://pictufy.com/api/interiors.php?p=2519007&i=206	https://wamaya.local/product/poster-twilight-no2-affisch/
Canvastavla Glow - Tavla	https://pictufy.com/api/interiors.php?p=2518582&i=1518	https://pictufy.com/api/interiors.php?p=2518582&i=1533	https://pictufy.com/api/interiors.php?p=2518582&i=1598	https://wamaya.local/product/canvastavla-glow-tavla-2/
Canvastavla African Dream - Tavla	https://pictufy.com/api/interiors.php?p=2518304&i=1518	https://pictufy.com/api/interiors.php?p=2518304&i=1533	https://pictufy.com/api/interiors.php?p=2518304&i=1598	https://wamaya.local/product/canvastavla-african-dream-tavla/
Canvastavla Archi - Tavla	https://pictufy.com/api/interiors.php?p=2518338&i=1518	https://pictufy.com/api/interiors.php?p=2518338&i=1533	https://pictufy.com/api/interiors.php?p=2518338&i=1598	https://wamaya.local/product/canvastavla-archi-tavla/
Canvastavla Blomma - Tavla	https://pictufy.com/api/interiors.php?p=2518362&i=1518	https://pictufy.com/api/interiors.php?p=2518362&i=1533	https://pictufy.com/api/interiors.php?p=2518362&i=1598	https://wamaya.local/product/canvastavla-blomma-tavla/
Canvastavla Bingo - Tavla	https://pictufy.com/api/interiors.php?p=2518354&i=1518	https://pictufy.com/api/interiors.php?p=2518354&i=1533	https://pictufy.com/api/interiors.php?p=2518354&i=1598	https://wamaya.local/product/canvastavla-bingo-tavla/
Canvastavla Durban Forest - Tavla	https://pictufy.com/api/interiors.php?p=2518522&i=1518	https://pictufy.com/api/interiors.php?p=2518522&i=1533	https://pictufy.com/api/interiors.php?p=2518522&i=1598	https://wamaya.local/product/canvastavla-durban-forest-tavla/
Canvastavla Donks - Tavla	https://pictufy.com/api/interiors.php?p=2518510&i=1518	https://pictufy.com/api/interiors.php?p=2518510&i=1533	https://pictufy.com/api/interiors.php?p=2518510&i=1598	https://wamaya.local/product/canvastavla-donks-tavla/
Canvastavla Elephant Study - Tavla	https://pictufy.com/api/interiors.php?p=2518528&i=1518	https://pictufy.com/api/interiors.php?p=2518528&i=1533	https://pictufy.com/api/interiors.php?p=2518528&i=1598	https://wamaya.local/product/canvastavla-elephant-study-tavla/
Canvastavla Ficus Bubu - Tavla	https://pictufy.com/api/interiors.php?p=2518541&i=1518	https://pictufy.com/api/interiors.php?p=2518541&i=1533	https://pictufy.com/api/interiors.php?p=2518541&i=1598	https://wamaya.local/product/canvastavla-ficus-bubu-tavla/
Canvastavla Forest No1 - Tavla	https://pictufy.com/api/interiors.php?p=2518557&i=1518	https://pictufy.com/api/interiors.php?p=2518557&i=1533	https://pictufy.com/api/interiors.php?p=2518557&i=1598	https://wamaya.local/product/canvastavla-forest-no1-tavla/
Canvastavla Easy Ride - Tavla	https://pictufy.com/api/interiors.php?p=2518524&i=1518	https://pictufy.com/api/interiors.php?p=2518524&i=1533	https://pictufy.com/api/interiors.php?p=2518524&i=1598	https://wamaya.local/product/canvastavla-easy-ride-tavla/
Canvastavla Feinbos - Tavla	https://pictufy.com/api/interiors.php?p=2518537&i=1518	https://pictufy.com/api/interiors.php?p=2518537&i=1533	https://pictufy.com/api/interiors.php?p=2518537&i=1598	https://wamaya.local/product/canvastavla-feinbos-tavla/
Canvastavla Fern - Tavla	https://pictufy.com/api/interiors.php?p=2518538&i=1518	https://pictufy.com/api/interiors.php?p=2518538&i=1533	https://pictufy.com/api/interiors.php?p=2518538&i=1598	https://wamaya.local/product/canvastavla-fern-tavla-2/
Canvastavla Desert Hut - Tavla	https://pictufy.com/api/interiors.php?p=2518493&i=1518	https://pictufy.com/api/interiors.php?p=2518493&i=1533	https://pictufy.com/api/interiors.php?p=2518493&i=1598	https://wamaya.local/product/canvastavla-desert-hut-tavla/
Canvastavla Garden Salad - Tavla	https://pictufy.com/api/interiors.php?p=2518573&i=1518	https://pictufy.com/api/interiors.php?p=2518573&i=1533	https://pictufy.com/api/interiors.php?p=2518573&i=1598	https://wamaya.local/product/canvastavla-garden-salad-tavla/
Canvastavla Ficus Elastica - Tavla	https://pictufy.com/api/interiors.php?p=2518543&i=1518	https://pictufy.com/api/interiors.php?p=2518543&i=1533	https://pictufy.com/api/interiors.php?p=2518543&i=1598	https://wamaya.local/product/canvastavla-ficus-elastica-tavla/
Canvastavla Full Bloom - Tavla	https://pictufy.com/api/interiors.php?p=2518567&i=1518	https://pictufy.com/api/interiors.php?p=2518567&i=1533	https://pictufy.com/api/interiors.php?p=2518567&i=1598	https://wamaya.local/product/canvastavla-full-bloom-tavla/
Canvastavla Forest Jewel - Tavla	https://pictufy.com/api/interiors.php?p=2518560&i=1518	https://pictufy.com/api/interiors.php?p=2518560&i=1533	https://pictufy.com/api/interiors.php?p=2518560&i=1598	https://wamaya.local/product/canvastavla-forest-jewel-tavla/
Canvastavla Fever Tree - Tavla	https://pictufy.com/api/interiors.php?p=2518540&i=1518	https://pictufy.com/api/interiors.php?p=2518540&i=1533	https://pictufy.com/api/interiors.php?p=2518540&i=1598	https://wamaya.local/product/canvastavla-fever-tree-tavla/
Canvastavla Elephants Ears - Tavla	https://pictufy.com/api/interiors.php?p=2518529&i=1518	https://pictufy.com/api/interiors.php?p=2518529&i=1533	https://pictufy.com/api/interiors.php?p=2518529&i=1598	https://wamaya.local/product/canvastavla-elephants-ears-tavla/
Canvastavla Got Your Back - Tavla	https://pictufy.com/api/interiors.php?p=2518586&i=1518	https://pictufy.com/api/interiors.php?p=2518586&i=1533	https://pictufy.com/api/interiors.php?p=2518586&i=1598	https://wamaya.local/product/canvastavla-got-your-back-tavla/
Canvastavla Flat Crown - Tavla	https://pictufy.com/api/interiors.php?p=2518547&i=1518	https://pictufy.com/api/interiors.php?p=2518547&i=1533	https://pictufy.com/api/interiors.php?p=2518547&i=1598	https://wamaya.local/product/canvastavla-flat-crown-tavla/
Canvastavla Fire Lilly - Tavla	https://pictufy.com/api/interiors.php?p=2518545&i=1518	https://pictufy.com/api/interiors.php?p=2518545&i=1533	https://pictufy.com/api/interiors.php?p=2518545&i=1598	https://wamaya.local/product/canvastavla-fire-lilly-tavla/
Canvastavla Indian Summer - Tavla	https://pictufy.com/api/interiors.php?p=2518625&i=1518	https://pictufy.com/api/interiors.php?p=2518625&i=1533	https://pictufy.com/api/interiors.php?p=2518625&i=1598	https://wamaya.local/product/canvastavla-indian-summer-tavla/
Canvastavla Everglades - Tavla	https://pictufy.com/api/interiors.php?p=2518532&i=1518	https://pictufy.com/api/interiors.php?p=2518532&i=1533	https://pictufy.com/api/interiors.php?p=2518532&i=1598	https://wamaya.local/product/canvastavla-everglades-tavla/
Canvastavla Full Dream - Tavla	https://pictufy.com/api/interiors.php?p=2518568&i=1518	https://pictufy.com/api/interiors.php?p=2518568&i=1533	https://pictufy.com/api/interiors.php?p=2518568&i=1598	https://wamaya.local/product/canvastavla-full-dream-tavla/
Canvastavla Garden Gangsta - Tavla	https://pictufy.com/api/interiors.php?p=2518570&i=1518	https://pictufy.com/api/interiors.php?p=2518570&i=1533	https://pictufy.com/api/interiors.php?p=2518570&i=1598	https://wamaya.local/product/canvastavla-garden-gangsta-tavla/
Canvastavla Ice Field - Tavla	https://pictufy.com/api/interiors.php?p=2518617&i=1518	https://pictufy.com/api/interiors.php?p=2518617&i=1533	https://pictufy.com/api/interiors.php?p=2518617&i=1598	https://wamaya.local/product/canvastavla-ice-field-tavla/
Canvastavla Japanese Garden 02 - Tavla	https://pictufy.com/api/interiors.php?p=2518640&i=1518	https://pictufy.com/api/interiors.php?p=2518640&i=1533	https://pictufy.com/api/interiors.php?p=2518640&i=1598	https://wamaya.local/product/canvastavla-japanese-garden-02-tavla/
Canvastavla Hello - Tavla	https://pictufy.com/api/interiors.php?p=2518597&i=1518	https://pictufy.com/api/interiors.php?p=2518597&i=1533	https://pictufy.com/api/interiors.php?p=2518597&i=1598	https://wamaya.local/product/canvastavla-hello-tavla/
Canvastavla Japanese Garden 04 - Tavla	https://pictufy.com/api/interiors.php?p=2518642&i=1518	https://pictufy.com/api/interiors.php?p=2518642&i=1533	https://pictufy.com/api/interiors.php?p=2518642&i=1598	https://wamaya.local/product/canvastavla-japanese-garden-04-tavla/
Canvastavla Gator - Tavla	https://pictufy.com/api/interiors.php?p=2518575&i=1518	https://pictufy.com/api/interiors.php?p=2518575&i=1533	https://pictufy.com/api/interiors.php?p=2518575&i=1598	https://wamaya.local/product/canvastavla-gator-tavla/
Canvastavla King Protea 01 - Tavla	https://pictufy.com/api/interiors.php?p=2518666&i=1518	https://pictufy.com/api/interiors.php?p=2518666&i=1533	https://pictufy.com/api/interiors.php?p=2518666&i=1598	https://wamaya.local/product/canvastavla-king-protea-01-tavla/
Canvastavla Jungle - Tavla	https://pictufy.com/api/interiors.php?p=2518651&i=1518	https://pictufy.com/api/interiors.php?p=2518651&i=1533	https://pictufy.com/api/interiors.php?p=2518651&i=1598	https://wamaya.local/product/canvastavla-jungle-tavla/
Canvastavla Jungle Fever - Tavla	https://pictufy.com/api/interiors.php?p=2518650&i=1518	https://pictufy.com/api/interiors.php?p=2518650&i=1533	https://pictufy.com/api/interiors.php?p=2518650&i=1598	https://wamaya.local/product/canvastavla-jungle-fever-tavla/
Canvastavla Joy - Tavla	https://pictufy.com/api/interiors.php?p=2518648&i=1518	https://pictufy.com/api/interiors.php?p=2518648&i=1533	https://pictufy.com/api/interiors.php?p=2518648&i=1598	https://wamaya.local/product/canvastavla-joy-tavla/
Canvastavla Island Bliss - Tavla	https://pictufy.com/api/interiors.php?p=2518636&i=1518	https://pictufy.com/api/interiors.php?p=2518636&i=1533	https://pictufy.com/api/interiors.php?p=2518636&i=1598	https://wamaya.local/product/canvastavla-island-bliss-tavla/
Canvastavla Kalimazoo - Tavla	https://pictufy.com/api/interiors.php?p=2518654&i=1518	https://pictufy.com/api/interiors.php?p=2518654&i=1533	https://pictufy.com/api/interiors.php?p=2518654&i=1598	https://wamaya.local/product/canvastavla-kalimazoo-tavla/
Canvastavla Joshua - Tavla	https://pictufy.com/api/interiors.php?p=2518647&i=1518	https://pictufy.com/api/interiors.php?p=2518647&i=1533	https://pictufy.com/api/interiors.php?p=2518647&i=1598	https://wamaya.local/product/canvastavla-joshua-tavla/
Canvastavla Legogo - Tavla	https://pictufy.com/api/interiors.php?p=2518687&i=1518	https://pictufy.com/api/interiors.php?p=2518687&i=1533	https://pictufy.com/api/interiors.php?p=2518687&i=1598	https://wamaya.local/product/canvastavla-legogo-tavla/
Canvastavla Ifafa 01 - Tavla	https://pictufy.com/api/interiors.php?p=2518618&i=1518	https://pictufy.com/api/interiors.php?p=2518618&i=1533	https://pictufy.com/api/interiors.php?p=2518618&i=1598	https://wamaya.local/product/canvastavla-ifafa-01-tavla/
Canvastavla Jazzy Jungle - Tavla	https://pictufy.com/api/interiors.php?p=2518643&i=1518	https://pictufy.com/api/interiors.php?p=2518643&i=1533	https://pictufy.com/api/interiors.php?p=2518643&i=1598	https://wamaya.local/product/canvastavla-jazzy-jungle-tavla/
Canvastavla La Coral - Tavla	https://pictufy.com/api/interiors.php?p=2518676&i=1518	https://pictufy.com/api/interiors.php?p=2518676&i=1533	https://pictufy.com/api/interiors.php?p=2518676&i=1598	https://wamaya.local/product/canvastavla-la-coral-tavla/
Canvastavla Jellybaby - Tavla	https://pictufy.com/api/interiors.php?p=2518645&i=1518	https://pictufy.com/api/interiors.php?p=2518645&i=1533	https://pictufy.com/api/interiors.php?p=2518645&i=1598	https://wamaya.local/product/canvastavla-jellybaby-tavla/
Canvastavla Lime Lightning - Tavla	https://pictufy.com/api/interiors.php?p=2518699&i=1518	https://pictufy.com/api/interiors.php?p=2518699&i=1533	https://pictufy.com/api/interiors.php?p=2518699&i=1598	https://wamaya.local/product/canvastavla-lime-lightning-tavla/
Canvastavla Lilly - Tavla	https://pictufy.com/api/interiors.php?p=2518697&i=1518	https://pictufy.com/api/interiors.php?p=2518697&i=1533	https://pictufy.com/api/interiors.php?p=2518697&i=1598	https://wamaya.local/product/canvastavla-lilly-tavla/
Canvastavla Loner - Tavla	https://pictufy.com/api/interiors.php?p=2518710&i=1518	https://pictufy.com/api/interiors.php?p=2518710&i=1533	https://pictufy.com/api/interiors.php?p=2518710&i=1598	https://wamaya.local/product/canvastavla-loner-tavla/
Canvastavla Look - Tavla	https://pictufy.com/api/interiors.php?p=2518712&i=1518	https://pictufy.com/api/interiors.php?p=2518712&i=1533	https://pictufy.com/api/interiors.php?p=2518712&i=1598	https://wamaya.local/product/canvastavla-look-tavla-2/
Canvastavla Kudu - Tavla	https://pictufy.com/api/interiors.php?p=2518673&i=1518	https://pictufy.com/api/interiors.php?p=2518673&i=1533	https://pictufy.com/api/interiors.php?p=2518673&i=1598	https://wamaya.local/product/canvastavla-kudu-tavla/
Canvastavla Minimalism 04 - Tavla	https://pictufy.com/api/interiors.php?p=2518744&i=1518	https://pictufy.com/api/interiors.php?p=2518744&i=1533	https://pictufy.com/api/interiors.php?p=2518744&i=1598	https://wamaya.local/product/canvastavla-minimalism-04-tavla/
Canvastavla Love Her Madly - Tavla	https://pictufy.com/api/interiors.php?p=2518714&i=1518	https://pictufy.com/api/interiors.php?p=2518714&i=1533	https://pictufy.com/api/interiors.php?p=2518714&i=1598	https://wamaya.local/product/canvastavla-love-her-madly-tavla/
Canvastavla Lion - Tavla	https://pictufy.com/api/interiors.php?p=2518701&i=1518	https://pictufy.com/api/interiors.php?p=2518701&i=1533	https://pictufy.com/api/interiors.php?p=2518701&i=1598	https://wamaya.local/product/canvastavla-lion-tavla/
Canvastavla My Mint Moment 19 - Tavla	https://pictufy.com/api/interiors.php?p=2518771&i=1518	https://pictufy.com/api/interiors.php?p=2518771&i=1533	https://pictufy.com/api/interiors.php?p=2518771&i=1598	https://wamaya.local/product/canvastavla-my-mint-moment-19-tavla/
Canvastavla Minimalism 03 - Tavla	https://pictufy.com/api/interiors.php?p=2518743&i=1518	https://pictufy.com/api/interiors.php?p=2518743&i=1533	https://pictufy.com/api/interiors.php?p=2518743&i=1598	https://wamaya.local/product/canvastavla-minimalism-03-tavla/
Canvastavla Light My Fire - Tavla	https://pictufy.com/api/interiors.php?p=2518696&i=1518	https://pictufy.com/api/interiors.php?p=2518696&i=1533	https://pictufy.com/api/interiors.php?p=2518696&i=1598	https://wamaya.local/product/canvastavla-light-my-fire-tavla/
Canvastavla Nyc - Tavla	https://pictufy.com/api/interiors.php?p=2518793&i=1518	https://pictufy.com/api/interiors.php?p=2518793&i=1533	https://pictufy.com/api/interiors.php?p=2518793&i=1598	https://wamaya.local/product/canvastavla-nyc-tavla/
Canvastavla Mission To Mars 02 - Tavla	https://pictufy.com/api/interiors.php?p=2518747&i=1518	https://pictufy.com/api/interiors.php?p=2518747&i=1533	https://pictufy.com/api/interiors.php?p=2518747&i=1598	https://wamaya.local/product/canvastavla-mission-to-mars-02-tavla/
Canvastavla Mission To Mars - Tavla	https://pictufy.com/api/interiors.php?p=2518749&i=1518	https://pictufy.com/api/interiors.php?p=2518749&i=1533	https://pictufy.com/api/interiors.php?p=2518749&i=1598	https://wamaya.local/product/canvastavla-mission-to-mars-tavla/
Canvastavla Parrot - Tavla	https://pictufy.com/api/interiors.php?p=2518837&i=1518	https://pictufy.com/api/interiors.php?p=2518837&i=1533	https://pictufy.com/api/interiors.php?p=2518837&i=1598	https://wamaya.local/product/canvastavla-parrot-tavla/
Canvastavla Oasis Palm 02jpg - Tavla	https://pictufy.com/api/interiors.php?p=2518796&i=1518	https://pictufy.com/api/interiors.php?p=2518796&i=1533	https://pictufy.com/api/interiors.php?p=2518796&i=1598	https://wamaya.local/product/canvastavla-oasis-palm-02jpg-tavla/
Canvastavla Oasis Palm 01 Oa 01 - Tavla	https://pictufy.com/api/interiors.php?p=2518795&i=1518	https://pictufy.com/api/interiors.php?p=2518795&i=1533	https://pictufy.com/api/interiors.php?p=2518795&i=1598	https://wamaya.local/product/canvastavla-oasis-palm-01-oa-01-tavla/
Canvastavla My Mint Moment 20 - Tavla	https://pictufy.com/api/interiors.php?p=2518772&i=1518	https://pictufy.com/api/interiors.php?p=2518772&i=1533	https://pictufy.com/api/interiors.php?p=2518772&i=1598	https://wamaya.local/product/canvastavla-my-mint-moment-20-tavla/
Canvastavla Oasis Palm 03 - Tavla	https://pictufy.com/api/interiors.php?p=2518797&i=1518	https://pictufy.com/api/interiors.php?p=2518797&i=1533	https://pictufy.com/api/interiors.php?p=2518797&i=1598	https://wamaya.local/product/canvastavla-oasis-palm-03-tavla/
Canvastavla Phoenix Frond - Tavla	https://pictufy.com/api/interiors.php?p=2518839&i=1518	https://pictufy.com/api/interiors.php?p=2518839&i=1533	https://pictufy.com/api/interiors.php?p=2518839&i=1598	https://wamaya.local/product/canvastavla-phoenix-frond-tavla/
Canvastavla Safari Katjpg - Tavla	https://pictufy.com/api/interiors.php?p=2518891&i=1518	https://pictufy.com/api/interiors.php?p=2518891&i=1533	https://pictufy.com/api/interiors.php?p=2518891&i=1598	https://wamaya.local/product/canvastavla-safari-katjpg-tavla/
Canvastavla Paw Paw - Tavla	https://pictufy.com/api/interiors.php?p=2518838&i=1518	https://pictufy.com/api/interiors.php?p=2518838&i=1533	https://pictufy.com/api/interiors.php?p=2518838&i=1598	https://wamaya.local/product/canvastavla-paw-paw-tavla/
